dt,AverageTemperature,AverageTemperatureUncertainty,City,Country
1923-06-01,17.898,0.955,Mexico,Mexico
1923-07-01,17.198,0.21,Mexico,Mexico
1923-08-01,17.73,0.3829999999999999,Mexico,Mexico
1923-09-01,17.653,0.6659999999999999,Mexico,Mexico
1923-10-01,14.876,0.3339999999999999,Mexico,Mexico
1923-11-01,13.839,0.418,Mexico,Mexico
1923-12-01,13.187,0.531,Mexico,Mexico
1924-01-01,12.236999999999998,0.4579999999999999,Mexico,Mexico
1924-02-01,13.669,0.6579999999999999,Mexico,Mexico
1924-03-01,16.637999999999998,0.88,Mexico,Mexico
1924-04-01,18.226,0.556,Mexico,Mexico
1924-05-01,18.64,0.645,Mexico,Mexico
1924-06-01,18.067,0.411,Mexico,Mexico
1924-07-01,17.653000000000006,0.5479999999999999,Mexico,Mexico
1924-08-01,17.942999999999994,0.54,Mexico,Mexico
1924-09-01,16.373,0.441,Mexico,Mexico
1924-10-01,14.982,0.216,Mexico,Mexico
1924-11-01,13.296,0.311,Mexico,Mexico
1924-12-01,12.839,0.6679999999999999,Mexico,Mexico
1925-01-01,12.201,0.821,Mexico,Mexico
1925-02-01,13.522,0.991,Mexico,Mexico
1925-03-01,15.449000000000002,0.5,Mexico,Mexico
1925-04-01,17.435,0.635,Mexico,Mexico
1925-05-01,17.727999999999994,0.5670000000000001,Mexico,Mexico
1925-06-01,17.267,0.392,Mexico,Mexico
1925-07-01,17.237000000000002,0.341,Mexico,Mexico
1925-08-01,17.594,0.284,Mexico,Mexico
1925-09-01,16.879,0.2239999999999999,Mexico,Mexico
1925-10-01,16.292,0.327,Mexico,Mexico
1925-11-01,13.768,0.455,Mexico,Mexico
1925-12-01,11.201,0.545,Mexico,Mexico
1926-01-01,11.867,0.481,Mexico,Mexico
1926-02-01,13.345999999999998,0.3779999999999999,Mexico,Mexico
1926-03-01,16.242,0.206,Mexico,Mexico
1926-04-01,16.47,0.613,Mexico,Mexico
1926-05-01,17.872999999999994,0.639,Mexico,Mexico
1926-06-01,18.262,0.439,Mexico,Mexico
1926-07-01,17.799,0.265,Mexico,Mexico
1926-08-01,17.858,0.265,Mexico,Mexico
1926-09-01,17.028,0.2319999999999999,Mexico,Mexico
1926-10-01,16.203,0.33,Mexico,Mexico
1926-11-01,13.318,0.529,Mexico,Mexico
1926-12-01,12.961,0.821,Mexico,Mexico
1927-01-01,11.513,0.408,Mexico,Mexico
1927-02-01,13.709,0.517,Mexico,Mexico
1927-03-01,16.219,0.457,Mexico,Mexico
1927-04-01,17.553,0.366,Mexico,Mexico
1927-05-01,20.004,0.637,Mexico,Mexico
1927-06-01,18.167,0.465,Mexico,Mexico
1927-07-01,17.182000000000002,0.332,Mexico,Mexico
1927-08-01,17.701999999999995,0.3989999999999999,Mexico,Mexico
1927-09-01,16.717,0.376,Mexico,Mexico
1927-10-01,15.268,0.243,Mexico,Mexico
1927-11-01,13.849,0.6559999999999999,Mexico,Mexico
1927-12-01,13.303,0.6629999999999999,Mexico,Mexico
1928-01-01,11.931,0.238,Mexico,Mexico
1928-02-01,14.186,0.526,Mexico,Mexico
1928-03-01,16.245,0.374,Mexico,Mexico
1928-04-01,17.317,0.588,Mexico,Mexico
1928-05-01,18.417,0.599,Mexico,Mexico
1928-06-01,19.31,0.511,Mexico,Mexico
1928-07-01,17.694000000000006,0.407,Mexico,Mexico
1928-08-01,17.726,0.2189999999999999,Mexico,Mexico
1928-09-01,16.833,0.14,Mexico,Mexico
1928-10-01,15.896,0.261,Mexico,Mexico
1928-11-01,13.495,0.251,Mexico,Mexico
1928-12-01,12.557,0.494,Mexico,Mexico
1929-01-01,12.423,0.626,Mexico,Mexico
1929-02-01,14.664,0.5429999999999999,Mexico,Mexico
1929-03-01,16.1,0.416,Mexico,Mexico
1929-04-01,18.938,0.43,Mexico,Mexico
1929-05-01,18.519,0.309,Mexico,Mexico
1929-06-01,17.949,0.486,Mexico,Mexico
1929-07-01,16.659000000000002,0.381,Mexico,Mexico
1929-08-01,16.878,0.261,Mexico,Mexico
1929-09-01,16.805999999999997,0.226,Mexico,Mexico
1929-10-01,15.023,0.3779999999999999,Mexico,Mexico
1929-11-01,14.344,0.485,Mexico,Mexico
1929-12-01,12.339,0.4029999999999999,Mexico,Mexico
1930-01-01,12.585,0.367,Mexico,Mexico
1930-02-01,13.661,0.237,Mexico,Mexico
1930-03-01,16.502,0.3879999999999999,Mexico,Mexico
1930-04-01,16.264,0.311,Mexico,Mexico
1930-05-01,19.027,0.698,Mexico,Mexico
1930-06-01,17.795,0.3339999999999999,Mexico,Mexico
1930-07-01,16.817999999999998,0.186,Mexico,Mexico
1930-08-01,17.312,0.265,Mexico,Mexico
1930-09-01,17.753,0.452,Mexico,Mexico
1930-10-01,15.962,0.487,Mexico,Mexico
1930-11-01,13.282,0.431,Mexico,Mexico
1930-12-01,12.615,0.79,Mexico,Mexico
1931-01-01,11.411,0.3979999999999999,Mexico,Mexico
1931-02-01,13.524,0.38,Mexico,Mexico
1931-03-01,15.281,0.5760000000000001,Mexico,Mexico
1931-04-01,16.089000000000002,0.38,Mexico,Mexico
1931-05-01,18.054,0.371,Mexico,Mexico
1931-06-01,18.173,0.361,Mexico,Mexico
1931-07-01,17.641000000000005,0.831,Mexico,Mexico
1931-08-01,17.024,0.47,Mexico,Mexico
1931-09-01,16.258,0.317,Mexico,Mexico
1931-10-01,15.976,0.156,Mexico,Mexico
1931-11-01,14.219,0.233,Mexico,Mexico
1931-12-01,13.208,0.513,Mexico,Mexico
1932-01-01,13.231,0.888,Mexico,Mexico
1932-02-01,14.916,0.474,Mexico,Mexico
1932-03-01,15.018,0.355,Mexico,Mexico
1932-04-01,16.974,0.446,Mexico,Mexico
1932-05-01,18.918,0.3989999999999999,Mexico,Mexico
1932-06-01,18.997,0.379,Mexico,Mexico
1932-07-01,17.295,0.396,Mexico,Mexico
1932-08-01,17.942,0.2019999999999999,Mexico,Mexico
1932-09-01,17.188,0.22,Mexico,Mexico
1932-10-01,15.241,0.1989999999999999,Mexico,Mexico
1932-11-01,12.112,0.327,Mexico,Mexico
1932-12-01,12.852,0.41,Mexico,Mexico
1933-01-01,12.98,0.728,Mexico,Mexico
1933-02-01,14.7,0.488,Mexico,Mexico
1933-03-01,16.023,0.358,Mexico,Mexico
1933-04-01,18.758,0.452,Mexico,Mexico
1933-05-01,20.531,0.452,Mexico,Mexico
1933-06-01,18.21,0.6,Mexico,Mexico
1933-07-01,18.506,0.456,Mexico,Mexico
1933-08-01,17.063,0.2239999999999999,Mexico,Mexico
1933-09-01,16.717,0.257,Mexico,Mexico
1933-10-01,15.13,0.268,Mexico,Mexico
1933-11-01,13.417,0.589,Mexico,Mexico
1933-12-01,12.707,0.8320000000000001,Mexico,Mexico
1934-01-01,12.798,0.3329999999999999,Mexico,Mexico
1934-02-01,13.844,0.5489999999999999,Mexico,Mexico
1934-03-01,13.203,0.496,Mexico,Mexico
1934-04-01,15.968,0.308,Mexico,Mexico
1934-05-01,17.124000000000002,0.349,Mexico,Mexico
1934-06-01,18.4,0.7879999999999999,Mexico,Mexico
1934-07-01,17.551000000000002,0.405,Mexico,Mexico
1934-08-01,17.285,0.288,Mexico,Mexico
1934-09-01,16.855999999999998,0.301,Mexico,Mexico
1934-10-01,15.048,0.354,Mexico,Mexico
1934-11-01,14.014,0.489,Mexico,Mexico
1934-12-01,13.137,0.253,Mexico,Mexico
1935-01-01,12.061,0.484,Mexico,Mexico
1935-02-01,11.675999999999998,0.474,Mexico,Mexico
1935-03-01,15.722,0.525,Mexico,Mexico
1935-04-01,17.62,0.6709999999999999,Mexico,Mexico
1935-05-01,18.922,0.363,Mexico,Mexico
1935-06-01,17.528000000000002,0.481,Mexico,Mexico
1935-07-01,17.142,0.29,Mexico,Mexico
1935-08-01,17.239,0.296,Mexico,Mexico
1935-09-01,17.005,0.3389999999999999,Mexico,Mexico
1935-10-01,15.169,0.365,Mexico,Mexico
1935-11-01,14.158,0.395,Mexico,Mexico
1935-12-01,12.589,0.342,Mexico,Mexico
1936-01-01,13.17,0.42,Mexico,Mexico
1936-02-01,14.413,0.462,Mexico,Mexico
1936-03-01,16.788,0.275,Mexico,Mexico
1936-04-01,16.208,0.5529999999999999,Mexico,Mexico
1936-05-01,17.25,0.415,Mexico,Mexico
1936-06-01,19.038,0.665,Mexico,Mexico
1936-07-01,17.404,0.777,Mexico,Mexico
1936-08-01,17.372,0.273,Mexico,Mexico
1936-09-01,16.951999999999998,0.382,Mexico,Mexico
1936-10-01,15.429,0.25,Mexico,Mexico
1936-11-01,13.882,0.703,Mexico,Mexico
1936-12-01,12.775,0.217,Mexico,Mexico
1937-01-01,14.614999999999998,0.348,Mexico,Mexico
1937-02-01,14.88,0.355,Mexico,Mexico
1937-03-01,15.576,0.198,Mexico,Mexico
1937-04-01,17.434,0.254,Mexico,Mexico
1937-05-01,17.669,0.33,Mexico,Mexico
1937-06-01,17.92,0.309,Mexico,Mexico
1937-07-01,17.125,0.203,Mexico,Mexico
1937-08-01,17.598,0.17,Mexico,Mexico
1937-09-01,17.252,0.308,Mexico,Mexico
1937-10-01,15.663,0.47,Mexico,Mexico
1937-11-01,13.993,0.405,Mexico,Mexico
1937-12-01,12.889,0.254,Mexico,Mexico
1938-01-01,12.979,0.184,Mexico,Mexico
1938-02-01,13.422,0.514,Mexico,Mexico
1938-03-01,16.89,0.708,Mexico,Mexico
1938-04-01,17.204,0.313,Mexico,Mexico
1938-05-01,18.631,0.284,Mexico,Mexico
1938-06-01,17.613,0.332,Mexico,Mexico
1938-07-01,17.333000000000002,0.517,Mexico,Mexico
1938-08-01,17.483999999999998,0.3429999999999999,Mexico,Mexico
1938-09-01,16.384999999999998,0.322,Mexico,Mexico
1938-10-01,15.004,0.544,Mexico,Mexico
1938-11-01,14.095999999999998,0.5489999999999999,Mexico,Mexico
1938-12-01,12.067,0.34,Mexico,Mexico
1939-01-01,12.762,0.5579999999999999,Mexico,Mexico
1939-02-01,14.436,0.8370000000000001,Mexico,Mexico
1939-03-01,15.553,0.632,Mexico,Mexico
1939-04-01,16.563,0.5539999999999999,Mexico,Mexico
1939-05-01,18.033,0.518,Mexico,Mexico
1939-06-01,17.656000000000006,0.4679999999999999,Mexico,Mexico
1939-07-01,17.328,0.155,Mexico,Mexico
1939-08-01,17.62,0.155,Mexico,Mexico
1939-09-01,16.384999999999998,0.122,Mexico,Mexico
1939-10-01,15.666,0.213,Mexico,Mexico
1939-11-01,12.377,0.61,Mexico,Mexico
1939-12-01,12.695,0.498,Mexico,Mexico
1940-01-01,11.118,0.303,Mexico,Mexico
1940-02-01,13.874,0.251,Mexico,Mexico
1940-03-01,15.344,0.23,Mexico,Mexico
1940-04-01,18.134,0.148,Mexico,Mexico
1940-05-01,18.173,0.552,Mexico,Mexico
1940-06-01,18.558,0.243,Mexico,Mexico
1940-07-01,17.654,0.125,Mexico,Mexico
1940-08-01,18.353,0.2289999999999999,Mexico,Mexico
1940-09-01,16.955,0.176,Mexico,Mexico
1940-10-01,16.291,0.336,Mexico,Mexico
1940-11-01,14.638,0.3829999999999999,Mexico,Mexico
1940-12-01,12.974,0.271,Mexico,Mexico
1941-01-01,12.316,0.278,Mexico,Mexico
1941-02-01,13.709,0.586,Mexico,Mexico
1941-03-01,15.456,0.613,Mexico,Mexico
1941-04-01,18.284,0.233,Mexico,Mexico
1941-05-01,18.048,0.3879999999999999,Mexico,Mexico
1941-06-01,18.646,0.375,Mexico,Mexico
1941-07-01,17.643,0.2189999999999999,Mexico,Mexico
1941-08-01,18.083,0.125,Mexico,Mexico
1941-09-01,17.226,0.316,Mexico,Mexico
1941-10-01,16.477999999999998,0.347,Mexico,Mexico
1941-11-01,14.434,0.239,Mexico,Mexico
1941-12-01,13.486,0.4629999999999999,Mexico,Mexico
1942-01-01,12.162,0.48,Mexico,Mexico
1942-02-01,15.069,0.59,Mexico,Mexico
1942-03-01,16.03,0.501,Mexico,Mexico
1942-04-01,17.985,0.7140000000000001,Mexico,Mexico
1942-05-01,19.644,0.4679999999999999,Mexico,Mexico
1942-06-01,18.768,0.3279999999999999,Mexico,Mexico
1942-07-01,17.496000000000002,0.348,Mexico,Mexico
1942-08-01,17.288999999999998,0.3929999999999999,Mexico,Mexico
1942-09-01,16.538,0.231,Mexico,Mexico
1942-10-01,16.155,0.185,Mexico,Mexico
1942-11-01,14.064,0.384,Mexico,Mexico
1942-12-01,12.935,0.485,Mexico,Mexico
1943-01-01,12.616,0.481,Mexico,Mexico
1943-02-01,13.101,0.583,Mexico,Mexico
1943-03-01,15.579,0.96,Mexico,Mexico
1943-04-01,17.422,0.7979999999999999,Mexico,Mexico
1943-05-01,19.126,0.12,Mexico,Mexico
1943-06-01,17.494,0.171,Mexico,Mexico
1943-07-01,18.148,0.491,Mexico,Mexico
1943-08-01,18.102,0.3389999999999999,Mexico,Mexico
1943-09-01,17.761,0.358,Mexico,Mexico
1943-10-01,15.169,0.421,Mexico,Mexico
1943-11-01,12.811,0.519,Mexico,Mexico
1943-12-01,12.47,0.311,Mexico,Mexico
1944-01-01,11.629,0.711,Mexico,Mexico
1944-02-01,15.133,0.773,Mexico,Mexico
1944-03-01,15.933,0.675,Mexico,Mexico
1944-04-01,18.372,0.439,Mexico,Mexico
1944-05-01,18.519,0.307,Mexico,Mexico
1944-06-01,18.81600000000001,0.345,Mexico,Mexico
1944-07-01,18.039,0.4379999999999999,Mexico,Mexico
1944-08-01,17.793,0.144,Mexico,Mexico
1944-09-01,16.922,0.347,Mexico,Mexico
1944-10-01,13.92,0.452,Mexico,Mexico
1944-11-01,14.75,0.281,Mexico,Mexico
1944-12-01,11.916,0.292,Mexico,Mexico
1945-01-01,13.239999999999998,0.519,Mexico,Mexico
1945-02-01,15.19,0.867,Mexico,Mexico
1945-03-01,17.312,0.8079999999999999,Mexico,Mexico
1945-04-01,18.502,0.231,Mexico,Mexico
1945-05-01,18.617,0.3279999999999999,Mexico,Mexico
1945-06-01,19.539,0.381,Mexico,Mexico
1945-07-01,18.332,0.295,Mexico,Mexico
1945-08-01,17.928,0.507,Mexico,Mexico
1945-09-01,17.4,0.36,Mexico,Mexico
1945-10-01,15.196,0.476,Mexico,Mexico
1945-11-01,14.326,0.539,Mexico,Mexico
1945-12-01,13.344,0.63,Mexico,Mexico
1946-01-01,12.800999999999998,0.547,Mexico,Mexico
1946-02-01,14.309,0.7040000000000001,Mexico,Mexico
1946-03-01,16.792,0.597,Mexico,Mexico
1946-04-01,17.301,0.599,Mexico,Mexico
1946-05-01,20.17,0.492,Mexico,Mexico
1946-06-01,17.871000000000006,0.308,Mexico,Mexico
1946-07-01,17.913,0.401,Mexico,Mexico
1946-08-01,18.11,0.37,Mexico,Mexico
1946-09-01,18.165,0.233,Mexico,Mexico
1946-10-01,16.308,0.546,Mexico,Mexico
1946-11-01,15.21,0.41,Mexico,Mexico
1946-12-01,12.982,0.499,Mexico,Mexico
1947-01-01,13.267,0.632,Mexico,Mexico
1947-02-01,13.753,0.528,Mexico,Mexico
1947-03-01,16.69,0.7170000000000001,Mexico,Mexico
1947-04-01,18.202,0.243,Mexico,Mexico
1947-05-01,18.203,0.178,Mexico,Mexico
1947-06-01,19.231,0.204,Mexico,Mexico
1947-07-01,18.11,0.418,Mexico,Mexico
1947-08-01,17.54,0.426,Mexico,Mexico
1947-09-01,16.384999999999998,0.42,Mexico,Mexico
1947-10-01,16.487000000000002,0.507,Mexico,Mexico
1947-11-01,15.191,0.4639999999999999,Mexico,Mexico
1947-12-01,12.892,0.196,Mexico,Mexico
1948-01-01,11.986999999999998,0.38,Mexico,Mexico
1948-02-01,15.248,0.534,Mexico,Mexico
1948-03-01,17.477999999999998,0.364,Mexico,Mexico
1948-04-01,17.177,0.235,Mexico,Mexico
1948-05-01,18.923,0.2239999999999999,Mexico,Mexico
1948-06-01,18.687,0.286,Mexico,Mexico
1948-07-01,17.883000000000006,0.253,Mexico,Mexico
1948-08-01,18.15,0.413,Mexico,Mexico
1948-09-01,17.13,0.1889999999999999,Mexico,Mexico
1948-10-01,15.858,0.178,Mexico,Mexico
1948-11-01,15.618,0.259,Mexico,Mexico
1948-12-01,14.646,0.502,Mexico,Mexico
1949-01-01,13.502,0.311,Mexico,Mexico
1949-02-01,15.488,0.688,Mexico,Mexico
1949-03-01,17.31,0.4479999999999999,Mexico,Mexico
1949-04-01,17.77,0.379,Mexico,Mexico
1949-05-01,19.18,0.33,Mexico,Mexico
1949-06-01,19.029,0.488,Mexico,Mexico
1949-07-01,17.997,0.409,Mexico,Mexico
1949-08-01,18.228,0.446,Mexico,Mexico
1949-09-01,17.407,0.303,Mexico,Mexico
1949-10-01,17.024,0.247,Mexico,Mexico
1949-11-01,12.795,0.405,Mexico,Mexico
1949-12-01,13.867,0.552,Mexico,Mexico
1950-01-01,14.013,0.442,Mexico,Mexico
1950-02-01,14.174,0.4639999999999999,Mexico,Mexico
1950-03-01,16.273,0.507,Mexico,Mexico
1950-04-01,17.429000000000002,0.321,Mexico,Mexico
1950-05-01,19.592,0.2189999999999999,Mexico,Mexico
1950-06-01,18.032,0.2319999999999999,Mexico,Mexico
1950-07-01,17.149,0.223,Mexico,Mexico
1950-08-01,17.903,0.299,Mexico,Mexico
1950-09-01,17.892,0.2789999999999999,Mexico,Mexico
1950-10-01,15.498,0.569,Mexico,Mexico
1950-11-01,13.196,0.28,Mexico,Mexico
1950-12-01,12.173,0.738,Mexico,Mexico
1951-01-01,13.082999999999998,0.441,Mexico,Mexico
1951-02-01,13.603,0.215,Mexico,Mexico
1951-03-01,15.743,0.589,Mexico,Mexico
1951-04-01,18.219,0.483,Mexico,Mexico
1951-05-01,18.384,0.5870000000000001,Mexico,Mexico
1951-06-01,18.855,0.71,Mexico,Mexico
1951-07-01,17.445999999999998,0.372,Mexico,Mexico
1951-08-01,17.745,0.307,Mexico,Mexico
1951-09-01,17.427,0.292,Mexico,Mexico
1951-10-01,16.13,0.25,Mexico,Mexico
1951-11-01,15.109000000000002,0.672,Mexico,Mexico
1951-12-01,14.535,0.7120000000000001,Mexico,Mexico
1952-01-01,14.22,0.353,Mexico,Mexico
1952-02-01,14.638,0.273,Mexico,Mexico
1952-03-01,17.215,0.42,Mexico,Mexico
1952-04-01,17.04,0.32,Mexico,Mexico
1952-05-01,17.858,0.355,Mexico,Mexico
1952-06-01,17.442,0.345,Mexico,Mexico
1952-07-01,17.381,0.347,Mexico,Mexico
1952-08-01,17.823999999999995,0.296,Mexico,Mexico
1952-09-01,16.567,0.457,Mexico,Mexico
1952-10-01,13.465,0.397,Mexico,Mexico
1952-11-01,14.796,0.307,Mexico,Mexico
1952-12-01,12.499,0.475,Mexico,Mexico
1953-01-01,12.171,0.489,Mexico,Mexico
1953-02-01,14.813,0.61,Mexico,Mexico
1953-03-01,17.16,0.3289999999999999,Mexico,Mexico
1953-04-01,18.771,0.246,Mexico,Mexico
1953-05-01,20.04,0.467,Mexico,Mexico
1953-06-01,19.247,0.43,Mexico,Mexico
1953-07-01,18.129,0.3339999999999999,Mexico,Mexico
1953-08-01,18.43,0.6779999999999999,Mexico,Mexico
1953-09-01,16.375999999999998,0.408,Mexico,Mexico
1953-10-01,15.789,0.316,Mexico,Mexico
1953-11-01,13.133,0.472,Mexico,Mexico
1953-12-01,12.413,0.28,Mexico,Mexico
1954-01-01,13.243,0.547,Mexico,Mexico
1954-02-01,14.138,0.4529999999999999,Mexico,Mexico
1954-03-01,16.963,0.32,Mexico,Mexico
1954-04-01,17.397000000000002,0.514,Mexico,Mexico
1954-05-01,18.374,0.237,Mexico,Mexico
1954-06-01,18.449,0.316,Mexico,Mexico
1954-07-01,17.092000000000002,0.26,Mexico,Mexico
1954-08-01,17.65,0.163,Mexico,Mexico
1954-09-01,16.912,0.489,Mexico,Mexico
1954-10-01,15.157,0.312,Mexico,Mexico
1954-11-01,13.486,0.42,Mexico,Mexico
1954-12-01,11.821,0.315,Mexico,Mexico
1955-01-01,12.164,0.385,Mexico,Mexico
1955-02-01,12.925999999999998,0.296,Mexico,Mexico
1955-03-01,16.410999999999998,0.336,Mexico,Mexico
1955-04-01,18.89,0.3879999999999999,Mexico,Mexico
1955-05-01,19.259,0.367,Mexico,Mexico
1955-06-01,18.945,0.445,Mexico,Mexico
1955-07-01,16.665000000000006,0.286,Mexico,Mexico
1955-08-01,17.273,0.299,Mexico,Mexico
1955-09-01,16.345,0.264,Mexico,Mexico
1955-10-01,14.277,0.379,Mexico,Mexico
1955-11-01,14.258,0.243,Mexico,Mexico
1955-12-01,11.864,0.43,Mexico,Mexico
1956-01-01,10.972,0.35,Mexico,Mexico
1956-02-01,14.421,0.196,Mexico,Mexico
1956-03-01,16.416,0.201,Mexico,Mexico
1956-04-01,18.533,0.294,Mexico,Mexico
1956-05-01,17.613,0.309,Mexico,Mexico
1956-06-01,16.845,0.22,Mexico,Mexico
1956-07-01,16.558,0.182,Mexico,Mexico
1956-08-01,17.361,0.246,Mexico,Mexico
1956-09-01,15.919,0.357,Mexico,Mexico
1956-10-01,15.19,0.442,Mexico,Mexico
1956-11-01,13.272,0.184,Mexico,Mexico
1956-12-01,12.76,0.442,Mexico,Mexico
1957-01-01,13.255999999999998,0.3829999999999999,Mexico,Mexico
1957-02-01,14.814,0.53,Mexico,Mexico
1957-03-01,15.943,0.43,Mexico,Mexico
1957-04-01,18.121,0.563,Mexico,Mexico
1957-05-01,19.018,0.28,Mexico,Mexico
1957-06-01,19.333,0.57,Mexico,Mexico
1957-07-01,18.048,0.353,Mexico,Mexico
1957-08-01,18.018,0.624,Mexico,Mexico
1957-09-01,17.456,0.455,Mexico,Mexico
1957-10-01,15.477,0.5429999999999999,Mexico,Mexico
1957-11-01,15.033,0.568,Mexico,Mexico
1957-12-01,12.244000000000002,0.361,Mexico,Mexico
1958-01-01,10.684,0.358,Mexico,Mexico
1958-02-01,13.050999999999998,0.434,Mexico,Mexico
1958-03-01,16.517,0.628,Mexico,Mexico
1958-04-01,18.924,0.659,Mexico,Mexico
1958-05-01,17.913999999999994,0.484,Mexico,Mexico
1958-06-01,18.594,0.362,Mexico,Mexico
1958-07-01,17.452,0.514,Mexico,Mexico
1958-08-01,17.951999999999995,0.286,Mexico,Mexico
1958-09-01,17.553,0.1669999999999999,Mexico,Mexico
1958-10-01,16.555999999999997,0.375,Mexico,Mexico
1958-11-01,14.959,0.3389999999999999,Mexico,Mexico
1958-12-01,12.379,0.547,Mexico,Mexico
1959-01-01,12.101,0.4589999999999999,Mexico,Mexico
1959-02-01,14.738,0.278,Mexico,Mexico
1959-03-01,16.046,0.765,Mexico,Mexico
1959-04-01,16.167,0.612,Mexico,Mexico
1959-05-01,17.959999999999994,0.327,Mexico,Mexico
1959-06-01,17.964000000000006,0.313,Mexico,Mexico
1959-07-01,17.277,0.455,Mexico,Mexico
1959-08-01,17.558,0.283,Mexico,Mexico
1959-09-01,17.284000000000002,0.3779999999999999,Mexico,Mexico
1959-10-01,16.495,0.1989999999999999,Mexico,Mexico
1959-11-01,13.512,0.3429999999999999,Mexico,Mexico
1959-12-01,12.448,0.255,Mexico,Mexico
1960-01-01,13.213,0.312,Mexico,Mexico
1960-02-01,13.017,0.315,Mexico,Mexico
1960-03-01,15.644,0.179,Mexico,Mexico
1960-04-01,17.285999999999998,0.286,Mexico,Mexico
1960-05-01,19.261,0.239,Mexico,Mexico
1960-06-01,19.37,0.356,Mexico,Mexico
1960-07-01,17.875999999999998,0.353,Mexico,Mexico
1960-08-01,18.263,0.287,Mexico,Mexico
1960-09-01,16.639,0.396,Mexico,Mexico
1960-10-01,17.112000000000002,0.285,Mexico,Mexico
1960-11-01,15.112,0.483,Mexico,Mexico
1960-12-01,12.445,0.208,Mexico,Mexico
1961-01-01,12.315,0.306,Mexico,Mexico
1961-02-01,13.422,0.238,Mexico,Mexico
1961-03-01,16.11,0.397,Mexico,Mexico
1961-04-01,18.378,0.466,Mexico,Mexico
1961-05-01,19.49,0.322,Mexico,Mexico
1961-06-01,18.134,0.456,Mexico,Mexico
1961-07-01,17.055,0.3339999999999999,Mexico,Mexico
1961-08-01,17.333,0.268,Mexico,Mexico
1961-09-01,16.916,0.185,Mexico,Mexico
1961-10-01,15.104,0.306,Mexico,Mexico
1961-11-01,14.327,0.2739999999999999,Mexico,Mexico
1961-12-01,13.235,0.3379999999999999,Mexico,Mexico
1962-01-01,12.265,0.3779999999999999,Mexico,Mexico
1962-02-01,15.451,0.474,Mexico,Mexico
1962-03-01,16.712,0.643,Mexico,Mexico
1962-04-01,16.313,0.292,Mexico,Mexico
1962-05-01,18.555,0.321,Mexico,Mexico
1962-06-01,18.763,0.606,Mexico,Mexico
1962-07-01,17.687,0.418,Mexico,Mexico
1962-08-01,18.257,0.3989999999999999,Mexico,Mexico
1962-09-01,17.442999999999998,0.304,Mexico,Mexico
1962-10-01,16.323999999999998,0.307,Mexico,Mexico
1962-11-01,13.681,0.193,Mexico,Mexico
1962-12-01,13.163,0.246,Mexico,Mexico
1963-01-01,12.988,0.367,Mexico,Mexico
1963-02-01,12.445,0.325,Mexico,Mexico
1963-03-01,16.915,0.288,Mexico,Mexico
1963-04-01,19.205,0.255,Mexico,Mexico
1963-05-01,18.359,0.3289999999999999,Mexico,Mexico
1963-06-01,18.806,0.2319999999999999,Mexico,Mexico
1963-07-01,17.189,0.4029999999999999,Mexico,Mexico
1963-08-01,17.483999999999998,0.204,Mexico,Mexico
1963-09-01,16.935,0.251,Mexico,Mexico
1963-10-01,14.888,0.422,Mexico,Mexico
1963-11-01,13.94,0.367,Mexico,Mexico
1963-12-01,11.893,0.515,Mexico,Mexico
1964-01-01,12.461,0.359,Mexico,Mexico
1964-02-01,14.586,0.597,Mexico,Mexico
1964-03-01,16.828,0.33,Mexico,Mexico
1964-04-01,19.111,0.251,Mexico,Mexico
1964-05-01,18.906,0.267,Mexico,Mexico
1964-06-01,17.674,0.552,Mexico,Mexico
1964-07-01,17.458000000000002,0.2319999999999999,Mexico,Mexico
1964-08-01,18.022,0.222,Mexico,Mexico
1964-09-01,17.551,0.2269999999999999,Mexico,Mexico
1964-10-01,14.317,0.416,Mexico,Mexico
1964-11-01,14.459,0.188,Mexico,Mexico
1964-12-01,12.443,0.387,Mexico,Mexico
1965-01-01,11.592,0.407,Mexico,Mexico
1965-02-01,13.035,0.331,Mexico,Mexico
1965-03-01,16.232,0.588,Mexico,Mexico
1965-04-01,17.914,0.2739999999999999,Mexico,Mexico
1965-05-01,19.134,0.429,Mexico,Mexico
1965-06-01,18.667,0.536,Mexico,Mexico
1965-07-01,17.358,0.326,Mexico,Mexico
1965-08-01,17.033,0.253,Mexico,Mexico
1965-09-01,17.399,0.184,Mexico,Mexico
1965-10-01,14.59,0.366,Mexico,Mexico
1965-11-01,14.662,0.441,Mexico,Mexico
1965-12-01,13.177,0.255,Mexico,Mexico
1966-01-01,11.439,0.172,Mexico,Mexico
1966-02-01,13.236,0.2689999999999999,Mexico,Mexico
1966-03-01,14.488,0.308,Mexico,Mexico
1966-04-01,17.573,0.412,Mexico,Mexico
1966-05-01,18.627,0.316,Mexico,Mexico
1966-06-01,18.316,0.28,Mexico,Mexico
1966-07-01,18.06,0.273,Mexico,Mexico
1966-08-01,17.901,0.275,Mexico,Mexico
1966-09-01,17.048,0.337,Mexico,Mexico
1966-10-01,15.355,0.181,Mexico,Mexico
1966-11-01,12.803,0.396,Mexico,Mexico
1966-12-01,11.743,0.4579999999999999,Mexico,Mexico
1967-01-01,11.368,0.3229999999999999,Mexico,Mexico
1967-02-01,13.371,0.282,Mexico,Mexico
1967-03-01,15.663,0.3339999999999999,Mexico,Mexico
1967-04-01,17.875999999999998,0.241,Mexico,Mexico
1967-05-01,18.776,0.3379999999999999,Mexico,Mexico
