dt,AverageTemperature,AverageTemperatureUncertainty,City,Country
1879-03-01,15.264,1.251,Mexico,Mexico
1879-04-01,17.351,0.721,Mexico,Mexico
1879-05-01,18.558,1.4780000000000002,Mexico,Mexico
1879-06-01,17.344,1.356,Mexico,Mexico
1879-07-01,17.488,1.107,Mexico,Mexico
1879-08-01,16.872,0.9,Mexico,Mexico
1879-09-01,15.998,0.601,Mexico,Mexico
1879-10-01,14.317,1.151,Mexico,Mexico
1879-11-01,13.292,0.564,Mexico,Mexico
1879-12-01,12.732,0.936,Mexico,Mexico
1880-01-01,11.847,1.444,Mexico,Mexico
1880-02-01,13.26,0.698,Mexico,Mexico
1880-03-01,16.114,1.239,Mexico,Mexico
1880-04-01,17.194000000000003,0.7170000000000001,Mexico,Mexico
1880-05-01,18.877,0.921,Mexico,Mexico
1880-06-01,17.828,0.6940000000000001,Mexico,Mexico
1880-07-01,17.178,0.541,Mexico,Mexico
1880-08-01,16.901,0.947,Mexico,Mexico
1880-09-01,16.137999999999998,0.775,Mexico,Mexico
1880-10-01,14.491,0.608,Mexico,Mexico
1880-11-01,13.887,1.86,Mexico,Mexico
1880-12-01,12.148,0.441,Mexico,Mexico
1881-01-01,10.741,0.789,Mexico,Mexico
1881-02-01,12.633,0.884,Mexico,Mexico
1881-03-01,15.429,0.976,Mexico,Mexico
1881-04-01,17.601,0.7759999999999999,Mexico,Mexico
1881-05-01,18.284,0.901,Mexico,Mexico
1881-06-01,18.366,1.232,Mexico,Mexico
1881-07-01,17.6,0.563,Mexico,Mexico
1881-08-01,17.401,0.807,Mexico,Mexico
1881-09-01,16.46,0.784,Mexico,Mexico
1881-10-01,15.599,0.392,Mexico,Mexico
1881-11-01,14.063,1.168,Mexico,Mexico
1881-12-01,12.034,1.481,Mexico,Mexico
1882-01-01,12.34,0.774,Mexico,Mexico
1882-02-01,13.869000000000002,0.856,Mexico,Mexico
1882-03-01,16.297,0.57,Mexico,Mexico
1882-04-01,17.956,0.4479999999999999,Mexico,Mexico
1882-05-01,17.733,0.7559999999999999,Mexico,Mexico
1882-06-01,17.669,0.8540000000000001,Mexico,Mexico
1882-07-01,17.152,0.57,Mexico,Mexico
1882-08-01,16.343,0.88,Mexico,Mexico
1882-09-01,16.089000000000002,0.513,Mexico,Mexico
1882-10-01,15.422,0.3879999999999999,Mexico,Mexico
1882-11-01,12.824000000000002,0.921,Mexico,Mexico
1882-12-01,11.145,0.698,Mexico,Mexico
1883-01-01,11.401,0.425,Mexico,Mexico
1883-02-01,12.799,0.7040000000000001,Mexico,Mexico
1883-03-01,14.719,0.8440000000000001,Mexico,Mexico
1883-04-01,17.383,0.594,Mexico,Mexico
1883-05-01,17.64,0.74,Mexico,Mexico
1883-06-01,17.487000000000002,0.5920000000000001,Mexico,Mexico
1883-07-01,16.703,0.912,Mexico,Mexico
1883-08-01,16.729,0.7859999999999999,Mexico,Mexico
1883-09-01,16.312,0.601,Mexico,Mexico
1883-10-01,15.553,0.6729999999999999,Mexico,Mexico
1883-11-01,13.536,0.539,Mexico,Mexico
1883-12-01,11.77,1.1840000000000002,Mexico,Mexico
1884-01-01,10.558,0.797,Mexico,Mexico
1884-02-01,12.630999999999998,1.149,Mexico,Mexico
1884-03-01,15.774,0.7979999999999999,Mexico,Mexico
1884-04-01,17.195,0.7609999999999999,Mexico,Mexico
1884-05-01,16.58,2.524,Mexico,Mexico
1884-06-01,18.091,0.618,Mexico,Mexico
1884-07-01,17.262,0.392,Mexico,Mexico
1884-08-01,16.469,0.644,Mexico,Mexico
1884-09-01,16.658,0.8759999999999999,Mexico,Mexico
1884-10-01,14.657,0.737,Mexico,Mexico
1884-11-01,12.875,0.562,Mexico,Mexico
1884-12-01,12.086,1.028,Mexico,Mexico
1885-01-01,11.691999999999998,0.6629999999999999,Mexico,Mexico
1885-02-01,13.043,0.774,Mexico,Mexico
1885-03-01,15.866,0.625,Mexico,Mexico
1885-04-01,16.451999999999998,1.797,Mexico,Mexico
1885-05-01,17.808,0.846,Mexico,Mexico
1885-06-01,18.213,0.575,Mexico,Mexico
1885-07-01,17.012,0.607,Mexico,Mexico
1885-08-01,16.934,0.72,Mexico,Mexico
1885-09-01,16.801,1.4509999999999998,Mexico,Mexico
1885-10-01,14.952,0.828,Mexico,Mexico
1885-11-01,13.298,0.784,Mexico,Mexico
1885-12-01,11.515999999999998,1.883,Mexico,Mexico
1886-01-01,11.079999999999998,0.772,Mexico,Mexico
1886-02-01,12.289,1.535,Mexico,Mexico
1886-03-01,16.485,0.66,Mexico,Mexico
1886-04-01,17.422,0.478,Mexico,Mexico
1886-05-01,18.59,1.24,Mexico,Mexico
1886-06-01,18.076,0.7340000000000001,Mexico,Mexico
1886-07-01,17.515,0.629,Mexico,Mexico
1886-08-01,17.413,0.384,Mexico,Mexico
1886-09-01,16.374000000000002,0.375,Mexico,Mexico
1886-10-01,14.897,0.716,Mexico,Mexico
1886-11-01,13.045,0.8370000000000001,Mexico,Mexico
1886-12-01,11.233,1.069,Mexico,Mexico
1887-01-01,11.107,2.027,Mexico,Mexico
1887-02-01,13.563,1.615,Mexico,Mexico
1887-03-01,14.654000000000002,2.0780000000000003,Mexico,Mexico
1887-04-01,16.384,1.401,Mexico,Mexico
1887-05-01,17.782,0.6,Mexico,Mexico
1887-06-01,17.217000000000002,0.579,Mexico,Mexico
1887-07-01,16.631,0.948,Mexico,Mexico
1887-08-01,17.088,0.623,Mexico,Mexico
1887-09-01,16.250999999999998,0.736,Mexico,Mexico
1887-10-01,13.964,0.628,Mexico,Mexico
1887-11-01,13.140999999999998,1.045,Mexico,Mexico
1887-12-01,11.632,3.28,Mexico,Mexico
1888-01-01,11.716,1.3030000000000002,Mexico,Mexico
1888-02-01,12.734000000000002,1.017,Mexico,Mexico
1888-03-01,15.086,1.016,Mexico,Mexico
1888-04-01,16.41,1.035,Mexico,Mexico
1888-05-01,17.759,0.446,Mexico,Mexico
1888-06-01,17.258,0.845,Mexico,Mexico
1888-07-01,17.149,0.485,Mexico,Mexico
1888-08-01,17.3,0.561,Mexico,Mexico
1888-09-01,15.694,0.511,Mexico,Mexico
1888-10-01,15.386,0.799,Mexico,Mexico
1888-11-01,13.702,1.204,Mexico,Mexico
1888-12-01,11.428,1.134,Mexico,Mexico
1889-01-01,12.277,1.255,Mexico,Mexico
1889-02-01,14.062,1.115,Mexico,Mexico
1889-03-01,14.364,0.738,Mexico,Mexico
1889-04-01,17.025,1.6269999999999998,Mexico,Mexico
1889-05-01,18.074,1.3090000000000002,Mexico,Mexico
1889-06-01,18.99,0.887,Mexico,Mexico
1889-07-01,17.644000000000005,0.722,Mexico,Mexico
1889-08-01,16.828,0.485,Mexico,Mexico
1889-09-01,16.373,1.183,Mexico,Mexico
1889-10-01,14.394,0.635,Mexico,Mexico
1889-11-01,13.347,1.178,Mexico,Mexico
1889-12-01,11.890999999999998,3.623,Mexico,Mexico
1890-01-01,12.961,0.701,Mexico,Mexico
1890-02-01,12.848,1.7919999999999998,Mexico,Mexico
1890-03-01,14.217,1.4240000000000002,Mexico,Mexico
1890-04-01,17.239,0.974,Mexico,Mexico
1890-05-01,18.056,1.7180000000000002,Mexico,Mexico
1890-06-01,16.921,0.477,Mexico,Mexico
1890-07-01,17.065,0.446,Mexico,Mexico
1890-08-01,16.685,0.445,Mexico,Mexico
1890-09-01,15.964,0.6829999999999999,Mexico,Mexico
1890-10-01,14.75,0.61,Mexico,Mexico
1890-11-01,12.374,0.5589999999999999,Mexico,Mexico
1890-12-01,10.843,1.356,Mexico,Mexico
1891-01-01,11.311,1.338,Mexico,Mexico
1891-02-01,13.630999999999998,1.251,Mexico,Mexico
1891-03-01,14.845999999999998,0.594,Mexico,Mexico
1891-04-01,16.028,0.6829999999999999,Mexico,Mexico
1891-05-01,17.404,0.9,Mexico,Mexico
1891-06-01,17.596,0.6459999999999999,Mexico,Mexico
1891-07-01,17.121000000000002,0.469,Mexico,Mexico
1891-08-01,16.98,0.8590000000000001,Mexico,Mexico
1891-09-01,16.402,1.063,Mexico,Mexico
1891-10-01,13.445,3.132,Mexico,Mexico
1891-11-01,13.484000000000002,0.657,Mexico,Mexico
1891-12-01,12.447,0.654,Mexico,Mexico
1892-01-01,11.159,1.581,Mexico,Mexico
1892-02-01,14.07,0.632,Mexico,Mexico
1892-03-01,14.589,1.172,Mexico,Mexico
1892-04-01,17.951999999999995,0.695,Mexico,Mexico
1892-05-01,18.925,1.587,Mexico,Mexico
1892-06-01,18.277,0.95,Mexico,Mexico
1892-07-01,17.465999999999998,0.8290000000000001,Mexico,Mexico
1892-08-01,17.02,1.817,Mexico,Mexico
1892-09-01,16.159000000000002,0.22,Mexico,Mexico
1892-10-01,14.754,0.8420000000000001,Mexico,Mexico
1892-11-01,12.691,1.311,Mexico,Mexico
1892-12-01,12.083,0.934,Mexico,Mexico
1893-01-01,10.969,0.929,Mexico,Mexico
1893-02-01,13.668,0.861,Mexico,Mexico
1893-03-01,14.816,0.6859999999999999,Mexico,Mexico
1893-04-01,18.11,0.451,Mexico,Mexico
1893-05-01,17.945,0.723,Mexico,Mexico
1893-06-01,17.392,0.738,Mexico,Mexico
1893-07-01,16.212,0.87,Mexico,Mexico
1893-08-01,17.08,0.952,Mexico,Mexico
1893-09-01,16.715,0.534,Mexico,Mexico
1893-10-01,14.488,0.8340000000000001,Mexico,Mexico
1893-11-01,13.647,1.7480000000000002,Mexico,Mexico
1893-12-01,11.204,2.095,Mexico,Mexico
1894-01-01,12.481,0.911,Mexico,Mexico
1894-02-01,13.512,2.295,Mexico,Mexico
1894-03-01,14.77,1.891,Mexico,Mexico
1894-04-01,17.422,1.086,Mexico,Mexico
1894-05-01,18.328,0.514,Mexico,Mexico
1894-06-01,18.078,0.585,Mexico,Mexico
1894-07-01,16.989,0.256,Mexico,Mexico
1894-08-01,17.131,1.026,Mexico,Mexico
1894-09-01,17.008,0.82,Mexico,Mexico
1894-10-01,14.994000000000002,2.249,Mexico,Mexico
1894-11-01,12.486,2.232,Mexico,Mexico
1894-12-01,11.724,3.235,Mexico,Mexico
1895-01-01,11.482,1.369,Mexico,Mexico
1895-02-01,12.448,3.873,Mexico,Mexico
1895-03-01,15.252,0.7290000000000001,Mexico,Mexico
1895-04-01,17.569000000000003,0.6779999999999999,Mexico,Mexico
1895-05-01,18.358,0.377,Mexico,Mexico
1895-06-01,17.973,0.84,Mexico,Mexico
1895-07-01,17.273,0.389,Mexico,Mexico
1895-08-01,17.474,0.4639999999999999,Mexico,Mexico
1895-09-01,16.94,0.769,Mexico,Mexico
1895-10-01,14.58,0.4589999999999999,Mexico,Mexico
1895-11-01,14.635,3.628,Mexico,Mexico
1895-12-01,12.065,1.023,Mexico,Mexico
1896-01-01,12.236999999999998,0.504,Mexico,Mexico
1896-02-01,12.640999999999998,0.8029999999999999,Mexico,Mexico
1896-03-01,15.788,0.529,Mexico,Mexico
1896-04-01,18.0,0.624,Mexico,Mexico
1896-05-01,19.552,0.434,Mexico,Mexico
1896-06-01,18.648,0.397,Mexico,Mexico
1896-07-01,17.820999999999998,1.02,Mexico,Mexico
1896-08-01,17.629,1.345,Mexico,Mexico
1896-09-01,17.111,0.8079999999999999,Mexico,Mexico
1896-10-01,16.108999999999998,1.758,Mexico,Mexico
1896-11-01,14.816,1.444,Mexico,Mexico
1896-12-01,11.24,0.948,Mexico,Mexico
1897-01-01,12.401,2.229,Mexico,Mexico
1897-02-01,14.666,1.342,Mexico,Mexico
1897-03-01,17.351,1.056,Mexico,Mexico
1897-04-01,17.904,0.75,Mexico,Mexico
1897-05-01,18.187,0.5539999999999999,Mexico,Mexico
1897-06-01,18.117,0.895,Mexico,Mexico
1897-07-01,17.36,0.42,Mexico,Mexico
1897-08-01,17.705,1.705,Mexico,Mexico
1897-09-01,15.908,1.022,Mexico,Mexico
1897-10-01,15.912,0.642,Mexico,Mexico
1897-11-01,14.465,0.8590000000000001,Mexico,Mexico
1897-12-01,12.619000000000002,2.724,Mexico,Mexico
1898-01-01,12.396999999999998,1.123,Mexico,Mexico
1898-02-01,12.679,1.984,Mexico,Mexico
1898-03-01,16.015,0.968,Mexico,Mexico
1898-04-01,16.554000000000002,0.823,Mexico,Mexico
1898-05-01,18.574,0.94,Mexico,Mexico
1898-06-01,17.354,0.767,Mexico,Mexico
1898-07-01,16.605,0.618,Mexico,Mexico
1898-08-01,16.793,0.51,Mexico,Mexico
1898-09-01,16.458,0.746,Mexico,Mexico
1898-10-01,14.355,1.247,Mexico,Mexico
1898-11-01,13.893,1.121,Mexico,Mexico
1898-12-01,11.768,2.082,Mexico,Mexico
1899-01-01,11.456,1.56,Mexico,Mexico
1899-02-01,12.300999999999998,2.103,Mexico,Mexico
1899-03-01,15.802,0.527,Mexico,Mexico
1899-04-01,16.750999999999998,0.54,Mexico,Mexico
1899-05-01,18.913,0.435,Mexico,Mexico
1899-06-01,16.741,0.633,Mexico,Mexico
1899-07-01,17.104,0.6409999999999999,Mexico,Mexico
1899-08-01,17.326,0.772,Mexico,Mexico
1899-09-01,16.141,0.764,Mexico,Mexico
1899-10-01,15.534,0.384,Mexico,Mexico
1899-11-01,13.542,0.432,Mexico,Mexico
1899-12-01,12.0,0.731,Mexico,Mexico
1900-01-01,12.312,0.579,Mexico,Mexico
1900-02-01,13.868,0.962,Mexico,Mexico
1900-03-01,15.178,0.74,Mexico,Mexico
1900-04-01,17.259999999999998,0.434,Mexico,Mexico
1900-05-01,18.273,0.472,Mexico,Mexico
1900-06-01,19.095,0.98,Mexico,Mexico
1900-07-01,16.959,0.636,Mexico,Mexico
1900-08-01,17.332,0.4039999999999999,Mexico,Mexico
1900-09-01,17.168,0.795,Mexico,Mexico
1900-10-01,16.064,1.014,Mexico,Mexico
1900-11-01,13.925,0.461,Mexico,Mexico
1900-12-01,11.329,0.534,Mexico,Mexico
1901-01-01,12.248,0.951,Mexico,Mexico
1901-02-01,12.866,1.187,Mexico,Mexico
1901-03-01,15.109000000000002,0.474,Mexico,Mexico
1901-04-01,17.067,2.619,Mexico,Mexico
1901-05-01,18.816,2.35,Mexico,Mexico
1901-06-01,18.88,3.197,Mexico,Mexico
1901-07-01,17.129,0.8540000000000001,Mexico,Mexico
1901-08-01,17.3,0.599,Mexico,Mexico
1901-09-01,16.774,0.479,Mexico,Mexico
1901-10-01,14.985,1.098,Mexico,Mexico
1901-11-01,13.272,1.027,Mexico,Mexico
1901-12-01,11.086,0.555,Mexico,Mexico
1902-01-01,11.380999999999998,1.109,Mexico,Mexico
1902-02-01,13.295,0.568,Mexico,Mexico
1902-03-01,15.703,0.6559999999999999,Mexico,Mexico
1902-04-01,18.093,0.762,Mexico,Mexico
1902-05-01,18.584,0.441,Mexico,Mexico
1902-06-01,18.538,0.725,Mexico,Mexico
1902-07-01,16.846,0.431,Mexico,Mexico
1902-08-01,17.590999999999998,0.6509999999999999,Mexico,Mexico
1902-09-01,17.012,0.452,Mexico,Mexico
1902-10-01,14.997,0.66,Mexico,Mexico
1902-11-01,14.385,0.8009999999999999,Mexico,Mexico
1902-12-01,11.977,1.009,Mexico,Mexico
1903-01-01,11.466,0.473,Mexico,Mexico
1903-02-01,13.935,0.718,Mexico,Mexico
1903-03-01,15.198,0.496,Mexico,Mexico
1903-04-01,17.649,1.009,Mexico,Mexico
1903-05-01,18.572,0.851,Mexico,Mexico
1903-06-01,17.239,0.5589999999999999,Mexico,Mexico
1903-07-01,17.075,0.547,Mexico,Mexico
1903-08-01,16.483,0.664,Mexico,Mexico
1903-09-01,16.375999999999998,0.963,Mexico,Mexico
1903-10-01,14.398,0.3939999999999999,Mexico,Mexico
1903-11-01,13.01,0.327,Mexico,Mexico
1903-12-01,11.482,0.765,Mexico,Mexico
1904-01-01,12.092,1.156,Mexico,Mexico
1904-02-01,13.166,0.7020000000000001,Mexico,Mexico
1904-03-01,14.865,1.315,Mexico,Mexico
1904-04-01,16.647000000000002,0.805,Mexico,Mexico
1904-05-01,17.211,0.45,Mexico,Mexico
1904-06-01,17.17,0.491,Mexico,Mexico
1904-07-01,16.026,0.482,Mexico,Mexico
1904-08-01,16.086,0.627,Mexico,Mexico
1904-09-01,16.392,0.39,Mexico,Mexico
1904-10-01,14.869000000000002,0.56,Mexico,Mexico
1904-11-01,13.015,0.361,Mexico,Mexico
1904-12-01,11.541,0.609,Mexico,Mexico
1905-01-01,10.834,0.6779999999999999,Mexico,Mexico
1905-02-01,12.705,0.743,Mexico,Mexico
1905-03-01,13.436,0.725,Mexico,Mexico
1905-04-01,16.842,0.597,Mexico,Mexico
1905-05-01,19.716,0.309,Mexico,Mexico
1905-06-01,17.683,0.341,Mexico,Mexico
1905-07-01,17.143,0.46,Mexico,Mexico
1905-08-01,17.46,0.237,Mexico,Mexico
1905-09-01,16.631,0.4,Mexico,Mexico
1905-10-01,16.243,0.5,Mexico,Mexico
1905-11-01,15.331,0.429,Mexico,Mexico
1905-12-01,10.969,0.718,Mexico,Mexico
1906-01-01,10.729,1.064,Mexico,Mexico
1906-02-01,11.637,0.8340000000000001,Mexico,Mexico
1906-03-01,15.156,0.35,Mexico,Mexico
1906-04-01,16.874000000000002,0.51,Mexico,Mexico
1906-05-01,18.609,0.608,Mexico,Mexico
1906-06-01,18.201,0.581,Mexico,Mexico
1906-07-01,17.551000000000002,0.429,Mexico,Mexico
1906-08-01,16.935,0.366,Mexico,Mexico
1906-09-01,16.867,0.436,Mexico,Mexico
1906-10-01,15.298,0.49,Mexico,Mexico
1906-11-01,13.342,0.6990000000000001,Mexico,Mexico
1906-12-01,11.485,1.104,Mexico,Mexico
1907-01-01,12.226,1.222,Mexico,Mexico
1907-02-01,12.626,1.713,Mexico,Mexico
1907-03-01,15.587,1.159,Mexico,Mexico
1907-04-01,16.684,0.968,Mexico,Mexico
1907-05-01,17.933,0.858,Mexico,Mexico
1907-06-01,18.034,0.452,Mexico,Mexico
1907-07-01,16.988,0.379,Mexico,Mexico
1907-08-01,16.893,0.416,Mexico,Mexico
1907-09-01,16.527,0.723,Mexico,Mexico
1907-10-01,15.636,0.6679999999999999,Mexico,Mexico
1907-11-01,14.166,0.478,Mexico,Mexico
1907-12-01,11.764,0.986,Mexico,Mexico
1908-01-01,12.328,1.23,Mexico,Mexico
1908-02-01,14.122,0.795,Mexico,Mexico
1908-03-01,16.599,0.652,Mexico,Mexico
1908-04-01,17.512999999999998,0.83,Mexico,Mexico
1908-05-01,17.915,0.551,Mexico,Mexico
1908-06-01,18.194000000000003,0.519,Mexico,Mexico
1908-07-01,16.454,0.253,Mexico,Mexico
1908-08-01,17.166999999999998,0.485,Mexico,Mexico
1908-09-01,16.572,0.295,Mexico,Mexico
1908-10-01,14.593,0.665,Mexico,Mexico
1908-11-01,13.236,0.725,Mexico,Mexico
1908-12-01,12.627,0.933,Mexico,Mexico
1909-01-01,11.537,1.389,Mexico,Mexico
1909-02-01,13.474,0.4479999999999999,Mexico,Mexico
1909-03-01,16.997,0.52,Mexico,Mexico
1909-04-01,17.641,0.407,Mexico,Mexico
1909-05-01,19.509,0.39,Mexico,Mexico
1909-06-01,18.334,0.636,Mexico,Mexico
1909-07-01,17.84,0.562,Mexico,Mexico
1909-08-01,17.222,0.377,Mexico,Mexico
1909-09-01,15.51,0.499,Mexico,Mexico
1909-10-01,15.185,0.7879999999999999,Mexico,Mexico
1909-11-01,14.196,1.0659999999999998,Mexico,Mexico
1909-12-01,12.152,1.069,Mexico,Mexico
1910-01-01,11.114,1.717,Mexico,Mexico
1910-02-01,13.257,1.085,Mexico,Mexico
1910-03-01,13.894,1.475,Mexico,Mexico
1910-04-01,16.592,1.28,Mexico,Mexico
1910-05-01,17.336,0.974,Mexico,Mexico
1910-06-01,17.229,0.591,Mexico,Mexico
1910-07-01,16.773,0.637,Mexico,Mexico
1910-08-01,17.265,0.62,Mexico,Mexico
1910-09-01,15.984000000000002,0.391,Mexico,Mexico
1910-10-01,14.899,0.47,Mexico,Mexico
1910-11-01,13.965,0.365,Mexico,Mexico
1910-12-01,11.493,0.682,Mexico,Mexico
1911-01-01,12.139,1.794,Mexico,Mexico
1911-02-01,14.11,0.805,Mexico,Mexico
1911-03-01,15.473,1.27,Mexico,Mexico
1911-04-01,17.421,0.708,Mexico,Mexico
1911-05-01,16.753,0.586,Mexico,Mexico
1911-06-01,18.238,0.473,Mexico,Mexico
1911-07-01,16.544,0.392,Mexico,Mexico
1911-08-01,17.402,0.753,Mexico,Mexico
1911-09-01,17.192,0.8370000000000001,Mexico,Mexico
1911-10-01,15.555,0.903,Mexico,Mexico
1911-11-01,14.697,0.908,Mexico,Mexico
1911-12-01,12.499,0.6970000000000001,Mexico,Mexico
1912-01-01,12.19,1.039,Mexico,Mexico
1912-02-01,12.226,0.785,Mexico,Mexico
1912-03-01,16.52,0.809,Mexico,Mexico
1912-04-01,18.543,0.865,Mexico,Mexico
1912-05-01,18.513,0.594,Mexico,Mexico
1912-06-01,16.881,0.863,Mexico,Mexico
1912-07-01,16.605999999999998,0.4679999999999999,Mexico,Mexico
1912-08-01,17.016,0.417,Mexico,Mexico
1912-09-01,16.438,0.818,Mexico,Mexico
1912-10-01,15.472,0.515,Mexico,Mexico
1912-11-01,12.063,0.5670000000000001,Mexico,Mexico
1912-12-01,12.547,0.519,Mexico,Mexico
1913-01-01,12.021,0.625,Mexico,Mexico
1913-02-01,13.365,0.737,Mexico,Mexico
1913-03-01,15.524,0.7,Mexico,Mexico
1913-04-01,15.593,0.502,Mexico,Mexico
1913-05-01,16.721999999999998,0.857,Mexico,Mexico
1913-06-01,16.59,0.88,Mexico,Mexico
1913-07-01,16.169,0.914,Mexico,Mexico
1913-08-01,16.921,0.401,Mexico,Mexico
1913-09-01,16.435,0.427,Mexico,Mexico
1913-10-01,15.129,0.451,Mexico,Mexico
1913-11-01,13.802,0.807,Mexico,Mexico
1913-12-01,12.672,0.4679999999999999,Mexico,Mexico
1914-01-01,11.903,1.877,Mexico,Mexico
1914-02-01,13.789,0.943,Mexico,Mexico
1914-03-01,14.706,0.7120000000000001,Mexico,Mexico
1914-04-01,16.250999999999998,0.526,Mexico,Mexico
1914-05-01,16.997,1.325,Mexico,Mexico
1914-06-01,17.011,0.335,Mexico,Mexico
1914-07-01,17.165000000000006,0.374,Mexico,Mexico
1914-08-01,17.488,0.4,Mexico,Mexico
1914-09-01,16.227,0.5489999999999999,Mexico,Mexico
1914-10-01,15.688,0.395,Mexico,Mexico
1914-11-01,14.071,0.67,Mexico,Mexico
1914-12-01,12.895,1.787,Mexico,Mexico
1915-01-01,11.880999999999998,0.84,Mexico,Mexico
1915-02-01,13.543,0.792,Mexico,Mexico
1915-03-01,13.904000000000002,2.215,Mexico,Mexico
1915-04-01,16.636,0.515,Mexico,Mexico
1915-05-01,19.422,1.676,Mexico,Mexico
1915-06-01,18.967,0.457,Mexico,Mexico
1915-07-01,17.279,0.975,Mexico,Mexico
1915-08-01,17.229,0.738,Mexico,Mexico
1915-09-01,16.259,0.833,Mexico,Mexico
1915-10-01,14.714,1.564,Mexico,Mexico
1915-11-01,14.284,0.562,Mexico,Mexico
1915-12-01,12.461,1.469,Mexico,Mexico
1916-01-01,13.464,2.148,Mexico,Mexico
1916-02-01,13.384,1.991,Mexico,Mexico
1916-03-01,15.372,2.842,Mexico,Mexico
1916-04-01,16.587,1.101,Mexico,Mexico
1916-05-01,18.719,0.586,Mexico,Mexico
1916-06-01,18.825,0.685,Mexico,Mexico
1916-07-01,16.684,0.467,Mexico,Mexico
1916-08-01,16.235,0.529,Mexico,Mexico
1916-09-01,15.851,0.498,Mexico,Mexico
1916-10-01,15.113,0.564,Mexico,Mexico
1916-11-01,13.353,0.747,Mexico,Mexico
1916-12-01,13.324000000000002,0.728,Mexico,Mexico
1917-01-01,13.032,0.7390000000000001,Mexico,Mexico
1917-02-01,14.004,0.7759999999999999,Mexico,Mexico
1917-03-01,15.942,0.4039999999999999,Mexico,Mexico
1917-04-01,16.741,0.528,Mexico,Mexico
1917-05-01,18.913,0.649,Mexico,Mexico
1917-06-01,17.619,1.233,Mexico,Mexico
1917-07-01,16.933,0.4679999999999999,Mexico,Mexico
1917-08-01,17.032,0.612,Mexico,Mexico
1917-09-01,16.539,0.3779999999999999,Mexico,Mexico
1917-10-01,14.936,0.322,Mexico,Mexico
1917-11-01,12.03,0.908,Mexico,Mexico
1917-12-01,12.403,0.401,Mexico,Mexico
1918-01-01,12.013,1.001,Mexico,Mexico
1918-02-01,14.361,0.532,Mexico,Mexico
1918-03-01,14.475,0.93,Mexico,Mexico
1918-04-01,17.284000000000002,0.603,Mexico,Mexico
1918-05-01,18.44,1.083,Mexico,Mexico
1918-06-01,17.16,0.3939999999999999,Mexico,Mexico
1918-07-01,16.894000000000002,0.625,Mexico,Mexico
1918-08-01,16.593,0.845,Mexico,Mexico
1918-09-01,16.322,0.615,Mexico,Mexico
1918-10-01,16.019000000000002,0.489,Mexico,Mexico
1918-11-01,14.345999999999998,0.506,Mexico,Mexico
1918-12-01,13.04,0.522,Mexico,Mexico
1919-01-01,10.755999999999998,0.465,Mexico,Mexico
1919-02-01,14.253,0.672,Mexico,Mexico
1919-03-01,15.163,0.675,Mexico,Mexico
1919-04-01,16.7,0.679,Mexico,Mexico
1919-05-01,19.172,0.474,Mexico,Mexico
1919-06-01,18.276,0.547,Mexico,Mexico
1919-07-01,17.102999999999998,0.397,Mexico,Mexico
1919-08-01,18.212,1.035,Mexico,Mexico
1919-09-01,17.059,0.799,Mexico,Mexico
1919-10-01,16.594,0.961,Mexico,Mexico
1919-11-01,14.357,0.8809999999999999,Mexico,Mexico
1919-12-01,12.981,0.466,Mexico,Mexico
1920-01-01,12.031,0.8140000000000001,Mexico,Mexico
1920-02-01,14.857,0.875,Mexico,Mexico
1920-03-01,16.672,0.737,Mexico,Mexico
1920-04-01,18.632,0.8909999999999999,Mexico,Mexico
1920-05-01,17.634999999999994,0.875,Mexico,Mexico
1920-06-01,17.059,0.938,Mexico,Mexico
1920-07-01,17.565,0.526,Mexico,Mexico
1920-08-01,17.441,0.387,Mexico,Mexico
1920-09-01,17.13,0.31,Mexico,Mexico
1920-10-01,15.691,0.424,Mexico,Mexico
1920-11-01,14.317,0.948,Mexico,Mexico
1920-12-01,12.949000000000002,0.897,Mexico,Mexico
1921-01-01,12.218,0.351,Mexico,Mexico
1921-02-01,13.237,0.357,Mexico,Mexico
1921-03-01,16.313,0.352,Mexico,Mexico
1921-04-01,17.605,0.341,Mexico,Mexico
1921-05-01,18.408,0.347,Mexico,Mexico
1921-06-01,18.752,0.417,Mexico,Mexico
1921-07-01,17.17,0.359,Mexico,Mexico
1921-08-01,17.354,0.58,Mexico,Mexico
1921-09-01,16.921,0.289,Mexico,Mexico
1921-10-01,14.970999999999998,0.494,Mexico,Mexico
1921-11-01,14.424,0.436,Mexico,Mexico
1921-12-01,13.348,0.419,Mexico,Mexico
1922-01-01,12.838,0.6809999999999999,Mexico,Mexico
1922-02-01,14.663,0.4579999999999999,Mexico,Mexico
1922-03-01,16.452,0.2339999999999999,Mexico,Mexico
1922-04-01,18.517,0.406,Mexico,Mexico
1922-05-01,19.308,0.499,Mexico,Mexico
1922-06-01,17.14,0.2,Mexico,Mexico
1922-07-01,17.262,0.1969999999999999,Mexico,Mexico
1922-08-01,17.436,0.28,Mexico,Mexico
1922-09-01,16.714000000000002,0.366,Mexico,Mexico
1922-10-01,14.939,0.317,Mexico,Mexico
1922-11-01,14.588,0.414,Mexico,Mexico
1922-12-01,12.968,0.552,Mexico,Mexico
1923-01-01,12.706,1.137,Mexico,Mexico
1923-02-01,13.282,0.926,Mexico,Mexico
1923-03-01,15.088,1.224,Mexico,Mexico
1923-04-01,17.421,1.085,Mexico,Mexico
1923-05-01,19.238,1.351,Mexico,Mexico
